text,label,category
"Good day,

Plumbing certification. Limited time offer. Click now!

Best regards",Not Relevant,Plumbing
"Good day,

Learn plumbing. Limited time offer. Click now!

Thanks",Not Relevant,Plumbing
"Dear Team,

Plumbing certification. Limited time offer. Click now!

Sincerely",Not Relevant,Plumbing
"Good day,

Learn plumbing. Limited time offer. Click now!

Best regards",Not Relevant,Plumbing
"Greetings,

Learn plumbing. Limited time offer. Click now!

Thank you",Not Relevant,Plumbing
"Hi,

Drain cleaning offer. Limited time offer. Click now!

Regards",Not Relevant,Plumbing
"Dear Team,

Water leak service. Limited time offer. Click now!

Best regards",Not Relevant,Plumbing
"Good day,

Drain cleaning offer. Limited time offer. Click now!

Thanks",Not Relevant,Plumbing
"Dear Team,

Pipe repair service. Limited time offer. Click now!

Best regards",Not Relevant,Plumbing
"Dear Team,

Pipe repair service. Limited time offer. Click now!

Thank you",Not Relevant,Plumbing
"Hi,

Drain cleaning offer. Limited time offer. Click now!

Thanks",Not Relevant,Plumbing
"Hello,

Water leak service. Limited time offer. Click now!

Regards",Not Relevant,Plumbing
"Greetings,

Plumbing certification. Limited time offer. Click now!

Thanks",Not Relevant,Plumbing
"Good day,

Water leak service. Limited time offer. Click now!

Thanks",Not Relevant,Plumbing
"Hi,

Pipe repair service. Limited time offer. Click now!

Thank you",Not Relevant,Plumbing
"Hello,

Learn plumbing. Limited time offer. Click now!

Thank you",Not Relevant,Plumbing
"Greetings,

Plumbing certification. Limited time offer. Click now!

Sincerely",Not Relevant,Plumbing
"Good day,

Drain cleaning offer. Limited time offer. Click now!

Thank you",Not Relevant,Plumbing
"Good day,

Pipe repair service. Limited time offer. Click now!

Best regards",Not Relevant,Plumbing
"Good day,

Pipe repair service. Limited time offer. Click now!

Regards",Not Relevant,Plumbing
"Greetings,

Water leak service. Limited time offer. Click now!

Regards",Not Relevant,Plumbing
"Dear Team,

Learn plumbing. Limited time offer. Click now!

Thank you",Not Relevant,Plumbing
"Greetings,

Plumbing certification. Limited time offer. Click now!

Sincerely",Not Relevant,Plumbing
"Dear Team,

Learn plumbing. Limited time offer. Click now!

Sincerely",Not Relevant,Plumbing
"Greetings,

Water leak service. Limited time offer. Click now!

Thank you",Not Relevant,Plumbing
"Good day,

Pipe repair service. Limited time offer. Click now!

Best regards",Not Relevant,Plumbing
"Dear Team,

Book your vacation. Limited time offer. Click now!

Sincerely",Not Relevant,Travel
"Greetings,

Travel insurance. Limited time offer. Click now!

Thank you",Not Relevant,Travel
"Dear Team,

Book your vacation. Limited time offer. Click now!

Regards",Not Relevant,Travel
"Greetings,

Cheap flights. Limited time offer. Click now!

Thank you",Not Relevant,Travel
"Good day,

Cheap flights. Limited time offer. Click now!

Thanks",Not Relevant,Travel
"Good day,

Beach resort offer. Limited time offer. Click now!

Thank you",Not Relevant,Travel
"Hello,

Book your vacation. Limited time offer. Click now!

Thank you",Not Relevant,Travel
"Hello,

Dubai holiday package. Limited time offer. Click now!

Best regards",Not Relevant,Travel
"Dear Team,

Travel insurance. Limited time offer. Click now!

Thanks",Not Relevant,Travel
"Hi,

Book your vacation. Limited time offer. Click now!

Best regards",Not Relevant,Travel
"Hi,

Book your vacation. Limited time offer. Click now!

Regards",Not Relevant,Travel
"Hello,

Book your vacation. Limited time offer. Click now!

Thanks",Not Relevant,Travel
"Dear Team,

Book your vacation. Limited time offer. Click now!

Sincerely",Not Relevant,Travel
"Good day,

Travel insurance. Limited time offer. Click now!

Thanks",Not Relevant,Travel
"Greetings,

Beach resort offer. Limited time offer. Click now!

Thank you",Not Relevant,Travel
"Good day,

Beach resort offer. Limited time offer. Click now!

Best regards",Not Relevant,Travel
"Greetings,

Dubai holiday package. Limited time offer. Click now!

Thanks",Not Relevant,Travel
"Dear Team,

Cheap flights. Limited time offer. Click now!

Regards",Not Relevant,Travel
"Good day,

Dubai holiday package. Limited time offer. Click now!

Thanks",Not Relevant,Travel
"Good day,

Dubai holiday package. Limited time offer. Click now!

Regards",Not Relevant,Travel
"Hi,

Beach resort offer. Limited time offer. Click now!

Thanks",Not Relevant,Travel
"Hi,

Beach resort offer. Limited time offer. Click now!

Sincerely",Not Relevant,Travel
"Dear Team,

Beach resort offer. Limited time offer. Click now!

Thank you",Not Relevant,Travel
"Hello,

Cheap flights. Limited time offer. Click now!

Best regards",Not Relevant,Travel
"Greetings,

Book your vacation. Limited time offer. Click now!

Regards",Not Relevant,Travel
"Hello,

Cheap flights. Limited time offer. Click now!

Thanks",Not Relevant,Travel
"Good day,

Travel insurance. Limited time offer. Click now!

Best regards",Not Relevant,Travel
"Good day,

Cheap flights. Limited time offer. Click now!

Best regards",Not Relevant,Travel
"Hello,

Cheap flights. Limited time offer. Click now!

Thank you",Not Relevant,Travel
"Good day,

Beach resort offer. Limited time offer. Click now!

Sincerely",Not Relevant,Travel
"Good day,

Dubai holiday package. Limited time offer. Click now!

Sincerely",Not Relevant,Travel
"Hello,

Travel insurance. Limited time offer. Click now!

Thanks",Not Relevant,Travel
"Dear Team,

Book your vacation. Limited time offer. Click now!

Best regards",Not Relevant,Travel
"Good day,

Beach resort offer. Limited time offer. Click now!

Sincerely",Not Relevant,Travel
"Dear Team,

Book your vacation. Limited time offer. Click now!

Regards",Not Relevant,Travel
"Good day,

Book your vacation. Limited time offer. Click now!

Thanks",Not Relevant,Travel
"Good day,

Cheap flights. Limited time offer. Click now!

Best regards",Not Relevant,Travel
"Greetings,

Beach resort offer. Limited time offer. Click now!

Sincerely",Not Relevant,Travel
"Hi,

Beach resort offer. Limited time offer. Click now!

Thank you",Not Relevant,Travel
"Hi,

Beach resort offer. Limited time offer. Click now!

Best regards",Not Relevant,Travel
"Greetings,

Dubai holiday package. Limited time offer. Click now!

Thank you",Not Relevant,Travel
"Hello,

Beach resort offer. Limited time offer. Click now!

Best regards",Not Relevant,Travel
"Hello,

Blockchain seminar. Limited time offer. Click now!

Regards",Not Relevant,Crypto
"Dear Team,

NFT opportunity. Limited time offer. Click now!

Regards",Not Relevant,Crypto
"Hi,

Buy Bitcoin. Limited time offer. Click now!

Sincerely",Not Relevant,Crypto
"Hi,

Double your money. Limited time offer. Click now!

Best regards",Not Relevant,Crypto
"Hello,

Blockchain seminar. Limited time offer. Click now!

Thanks",Not Relevant,Crypto
"Dear Team,

Blockchain seminar. Limited time offer. Click now!

Thank you",Not Relevant,Crypto
"Hello,

Crypto investment. Limited time offer. Click now!

Regards",Not Relevant,Crypto
"Dear Team,

NFT opportunity. Limited time offer. Click now!

Best regards",Not Relevant,Crypto
"Dear Team,

NFT opportunity. Limited time offer. Click now!

Regards",Not Relevant,Crypto
"Good day,

Blockchain seminar. Limited time offer. Click now!

Sincerely",Not Relevant,Crypto
"Hi,

Blockchain seminar. Limited time offer. Click now!

Thank you",Not Relevant,Crypto
"Hello,

Buy Bitcoin. Limited time offer. Click now!

Regards",Not Relevant,Crypto
"Greetings,

Double your money. Limited time offer. Click now!

Sincerely",Not Relevant,Crypto
"Good day,

Buy Bitcoin. Limited time offer. Click now!

Thanks",Not Relevant,Crypto
"Greetings,

Blockchain seminar. Limited time offer. Click now!

Thanks",Not Relevant,Crypto
"Dear Team,

Double your money. Limited time offer. Click now!

Sincerely",Not Relevant,Crypto
"Good day,

NFT opportunity. Limited time offer. Click now!

Sincerely",Not Relevant,Crypto
"Hello,

Buy Bitcoin. Limited time offer. Click now!

Thank you",Not Relevant,Crypto
"Greetings,

Buy Bitcoin. Limited time offer. Click now!

Best regards",Not Relevant,Crypto
"Greetings,

Blockchain seminar. Limited time offer. Click now!

Regards",Not Relevant,Crypto
"Good day,

Buy Bitcoin. Limited time offer. Click now!

Sincerely",Not Relevant,Crypto
"Hi,

Double your money. Limited time offer. Click now!

Regards",Not Relevant,Crypto
"Hi,

Buy Bitcoin. Limited time offer. Click now!

Sincerely",Not Relevant,Crypto
"Hi,

Double your money. Limited time offer. Click now!

Thanks",Not Relevant,Crypto
"Greetings,

Crypto investment. Limited time offer. Click now!

Regards",Not Relevant,Crypto
"Good day,

Double your money. Limited time offer. Click now!

Sincerely",Not Relevant,Crypto
"Good day,

NFT opportunity. Limited time offer. Click now!

Best regards",Not Relevant,Crypto
"Good day,

Crypto investment. Limited time offer. Click now!

Thanks",Not Relevant,Crypto
"Greetings,

Double your money. Limited time offer. Click now!

Thank you",Not Relevant,Crypto
"Hi,

Blockchain seminar. Limited time offer. Click now!

Sincerely",Not Relevant,Crypto
"Good day,

Crypto investment. Limited time offer. Click now!

Thank you",Not Relevant,Crypto
"Dear Team,

Crypto investment. Limited time offer. Click now!

Thanks",Not Relevant,Crypto
"Greetings,

Blockchain seminar. Limited time offer. Click now!

Sincerely",Not Relevant,Crypto
"Good day,

Buy Bitcoin. Limited time offer. Click now!

Sincerely",Not Relevant,Crypto
"Hi,

Crypto investment. Limited time offer. Click now!

Thank you",Not Relevant,Crypto
"Hello,

Buy Bitcoin. Limited time offer. Click now!

Best regards",Not Relevant,Crypto
"Hi,

Buy Bitcoin. Limited time offer. Click now!

Sincerely",Not Relevant,Crypto
"Hello,

Crypto investment. Limited time offer. Click now!

Best regards",Not Relevant,Crypto
"Hi,

Crypto investment. Limited time offer. Click now!

Best regards",Not Relevant,Crypto
"Greetings,

Crypto investment. Limited time offer. Click now!

Regards",Not Relevant,Crypto
"Dear Team,

Crypto investment. Limited time offer. Click now!

Regards",Not Relevant,Crypto
"Hi,

NFT opportunity. Limited time offer. Click now!

Sincerely",Not Relevant,Crypto
"Hello,

Resume shortlisted. Limited time offer. Click now!

Best regards",Not Relevant,Jobs
"Hello,

Walk-in interview. Limited time offer. Click now!

Thanks",Not Relevant,Jobs
"Hello,

Software job opening. Limited time offer. Click now!

Thanks",Not Relevant,Jobs
"Hello,

Walk-in interview. Limited time offer. Click now!

Best regards",Not Relevant,Jobs
"Hi,

Walk-in interview. Limited time offer. Click now!

Regards",Not Relevant,Jobs
"Hi,

Walk-in interview. Limited time offer. Click now!

Regards",Not Relevant,Jobs
"Greetings,

Hiring immediately. Limited time offer. Click now!

Thanks",Not Relevant,Jobs
"Good day,

Software job opening. Limited time offer. Click now!

Thank you",Not Relevant,Jobs
"Greetings,

Walk-in interview. Limited time offer. Click now!

Best regards",Not Relevant,Jobs
"Good day,

Software job opening. Limited time offer. Click now!

Best regards",Not Relevant,Jobs
"Greetings,

Resume shortlisted. Limited time offer. Click now!

Thanks",Not Relevant,Jobs
"Dear Team,

Career fair. Limited time offer. Click now!

Thank you",Not Relevant,Jobs
"Hi,

Software job opening. Limited time offer. Click now!

Thank you",Not Relevant,Jobs
"Good day,

Hiring immediately. Limited time offer. Click now!

Thanks",Not Relevant,Jobs
"Good day,

Hiring immediately. Limited time offer. Click now!

Thanks",Not Relevant,Jobs
"Dear Team,

Software job opening. Limited time offer. Click now!

Best regards",Not Relevant,Jobs
"Hi,

Resume shortlisted. Limited time offer. Click now!

Regards",Not Relevant,Jobs
"Greetings,

Walk-in interview. Limited time offer. Click now!

Best regards",Not Relevant,Jobs
"Dear Team,

Career fair. Limited time offer. Click now!

Thank you",Not Relevant,Jobs
"Greetings,

Career fair. Limited time offer. Click now!

Sincerely",Not Relevant,Jobs
"Greetings,

Hiring immediately. Limited time offer. Click now!

Best regards",Not Relevant,Jobs
"Hi,

Hiring immediately. Limited time offer. Click now!

Thanks",Not Relevant,Jobs
"Hello,

Career fair. Limited time offer. Click now!

Thank you",Not Relevant,Jobs
"Hello,

Hiring immediately. Limited time offer. Click now!

Thank you",Not Relevant,Jobs
"Good day,

Walk-in interview. Limited time offer. Click now!

Thank you",Not Relevant,Jobs
"Hi,

Hiring immediately. Limited time offer. Click now!

Sincerely",Not Relevant,Jobs
"Dear Team,

Hiring immediately. Limited time offer. Click now!

Sincerely",Not Relevant,Jobs
"Hello,

Walk-in interview. Limited time offer. Click now!

Thank you",Not Relevant,Jobs
"Hi,

Software job opening. Limited time offer. Click now!

Thanks",Not Relevant,Jobs
"Good day,

Software job opening. Limited time offer. Click now!

Thanks",Not Relevant,Jobs
"Hello,

Walk-in interview. Limited time offer. Click now!

Best regards",Not Relevant,Jobs
"Greetings,

Software job opening. Limited time offer. Click now!

Best regards",Not Relevant,Jobs
"Dear Team,

Career fair. Limited time offer. Click now!

Thanks",Not Relevant,Jobs
"Dear Team,

Hiring immediately. Limited time offer. Click now!

Thank you",Not Relevant,Jobs
"Dear Team,

Software job opening. Limited time offer. Click now!

Best regards",Not Relevant,Jobs
"Dear Team,

Walk-in interview. Limited time offer. Click now!

Thanks",Not Relevant,Jobs
"Greetings,

Career fair. Limited time offer. Click now!

Regards",Not Relevant,Jobs
"Good day,

Resume shortlisted. Limited time offer. Click now!

Regards",Not Relevant,Jobs
"Dear Team,

Software job opening. Limited time offer. Click now!

Best regards",Not Relevant,Jobs
"Hi,

Walk-in interview. Limited time offer. Click now!

Sincerely",Not Relevant,Jobs
"Hello,

Career fair. Limited time offer. Click now!

Thank you",Not Relevant,Jobs
"Greetings,

Career fair. Limited time offer. Click now!

Best regards",Not Relevant,Jobs
"Hi,

Premium discount. Limited time offer. Click now!

Best regards",Not Relevant,Insurance
"Hi,

Health policy. Limited time offer. Click now!

Regards",Not Relevant,Insurance
"Dear Team,

Health policy. Limited time offer. Click now!

Sincerely",Not Relevant,Insurance
"Hi,

Health policy. Limited time offer. Click now!

Regards",Not Relevant,Insurance
"Greetings,

Life insurance. Limited time offer. Click now!

Thank you",Not Relevant,Insurance
"Hello,

Car insurance. Limited time offer. Click now!

Thanks",Not Relevant,Insurance
"Greetings,

Car insurance. Limited time offer. Click now!

Regards",Not Relevant,Insurance
"Good day,

Insurance renewal. Limited time offer. Click now!

Thank you",Not Relevant,Insurance
"Hello,

Health policy. Limited time offer. Click now!

Sincerely",Not Relevant,Insurance
"Dear Team,

Health policy. Limited time offer. Click now!

Best regards",Not Relevant,Insurance
"Hi,

Premium discount. Limited time offer. Click now!

Thanks",Not Relevant,Insurance
"Hello,

Life insurance. Limited time offer. Click now!

Best regards",Not Relevant,Insurance
"Hi,

Car insurance. Limited time offer. Click now!

Sincerely",Not Relevant,Insurance
"Good day,

Insurance renewal. Limited time offer. Click now!

Thank you",Not Relevant,Insurance
"Good day,

Premium discount. Limited time offer. Click now!

Thank you",Not Relevant,Insurance
"Hello,

Health policy. Limited time offer. Click now!

Best regards",Not Relevant,Insurance
"Dear Team,

Car insurance. Limited time offer. Click now!

Thank you",Not Relevant,Insurance
"Dear Team,

Car insurance. Limited time offer. Click now!

Best regards",Not Relevant,Insurance
"Greetings,

Insurance renewal. Limited time offer. Click now!

Sincerely",Not Relevant,Insurance
"Hello,

Car insurance. Limited time offer. Click now!

Thank you",Not Relevant,Insurance
"Hi,

Premium discount. Limited time offer. Click now!

Thanks",Not Relevant,Insurance
"Dear Team,

Life insurance. Limited time offer. Click now!

Regards",Not Relevant,Insurance
"Dear Team,

Life insurance. Limited time offer. Click now!

Sincerely",Not Relevant,Insurance
"Hi,

Health policy. Limited time offer. Click now!

Thanks",Not Relevant,Insurance
"Good day,

Insurance renewal. Limited time offer. Click now!

Regards",Not Relevant,Insurance
"Good day,

Life insurance. Limited time offer. Click now!

Best regards",Not Relevant,Insurance
"Greetings,

Life insurance. Limited time offer. Click now!

Best regards",Not Relevant,Insurance
"Hi,

Health policy. Limited time offer. Click now!

Thank you",Not Relevant,Insurance
"Good day,

Car insurance. Limited time offer. Click now!

Thanks",Not Relevant,Insurance
"Hi,

Insurance renewal. Limited time offer. Click now!

Sincerely",Not Relevant,Insurance
"Good day,

Premium discount. Limited time offer. Click now!

Best regards",Not Relevant,Insurance
"Good day,

Insurance renewal. Limited time offer. Click now!

Sincerely",Not Relevant,Insurance
"Good day,

Car insurance. Limited time offer. Click now!

Thanks",Not Relevant,Insurance
"Hello,

Health policy. Limited time offer. Click now!

Best regards",Not Relevant,Insurance
"Dear Team,

Insurance renewal. Limited time offer. Click now!

Thanks",Not Relevant,Insurance
"Hi,

Insurance renewal. Limited time offer. Click now!

Regards",Not Relevant,Insurance
"Greetings,

Insurance renewal. Limited time offer. Click now!

Thank you",Not Relevant,Insurance
"Hi,

Premium discount. Limited time offer. Click now!

Thank you",Not Relevant,Insurance
